memeid,filename,uppercaption,lowercaption,upvote,best_score,worst_score,bws_score,humor_two_class,subset,url
9498,skeptical-african-kid.jpg,"your telling me that if i take bath salts, and go to this place called miami",i can get a meal for free??,8.0,0.75,0.25,0.5,1,9,http://ru.memegenerator.net/instance/22621107/skeptical-african-kid-your-telling-me-that-if-i-take-bath-salts-and-go-to-this-place-called-miami-i-
7223,south-park-aand-its-gone.jpg,just gonna browse wikipedia before sleep,aaaaaaaand it's morning,26.0,0.5,0.0,0.5,1,3,None
9506,skeptical-african-kid.jpg,so you're telling me,that people are dumb enough to make memes about me?,7.0,0.5,0.0,0.5,1,9,None
9509,skeptical-african-kid.jpg,so you're telling me,obesity is a problem among your poor?,6.0,0.75,0.25,0.5,1,9,http://ru.memegenerator.net/instance/24582844/skeptical-african-kid-so-youre-telling-me-obesity-is-a-problem-among-your-poor
2573,all-the-things.jpg,commercials in cinema,eat all the popcorn!,42.0,0.5,0.0,0.5,1,3,None
6604,business-cat.jpg,are you realy kicking meow-t of my office? ,you've got to be kitten me,88.0,0.0,0.5,-0.5,0,3,None
1085,first-world-problems.jpg,has to go to the bathroom,toilet seat is cold,108.0,0.0,0.5,-0.5,0,0,http://fr.memegenerator.net/instance/15056184/first-world-problems-has-to-go-to-the-bathroom-toilet-seat-is-cold
10557,internet-husband.jpg,i told him it was our honeymoon ,he told me  diablo 3 was released ,25.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/19656992/internet-husband-i-told-him-it-was-our-honeymoon-he-told-me-diablo-3-was-released
3964,socially-awkward-penguin.jpg,walk into wrong lecture,stay for whole period,137.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/11103726/socially-awkward-penguin-walk-into-wrong-lecture-stay-for-whole-period
7804,sudden-realization-ralph.jpg,boobytrap backwards is,partyboob,168.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/37430411/-sudden-clarity-clarence-boobytrap-backwards-is-partyboob
13201,ihate.jpg,says funny joke no one laughs,someone repeats it and everyone laughs,211.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/12024316/ihate-says-funny-joke-no-one-laughs-someone-repeats-it-and-everyone-laughs
6520,whyyy.jpg,morty,y u so wierd?,5.0,0.0,0.5,-0.5,0,7,None
3777,disaster-girl.jpg,they sent me to the corner,i sent them to their graves,82.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/21158099/disaster-girl-they-sent-me-to-the-corner-i-sent-them-to-their-graves
10558,internet-husband.jpg,i told him to see things from my point of view,so he looked out the kitchen window,24.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/19586856/internet-husband-i-told-him-to-see-things-from-my-point-of-view-so-he-looked-out-the-kitchen-window
1201,philosoraptor.jpg,cinderella's clothing disappeared at midnight,why didn't her shoe?,234.0,0.0,0.5,-0.5,0,7,None
6519,whyyy.jpg,why cant i be,as cool as native?,5.0,0.0,0.5,-0.5,0,9,None
10559,internet-husband.jpg,i saw his profile on memegenerator the other day,"""banged my maid, wife didn't find out"" - succes kid",24.0,0.0,0.5,-0.5,0,9,http://fr.memegenerator.net/user/14069140
7660,okay-guy.jpg,made a good meme,forgot to login,57.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/10724437/okay-guy-made-a-good-meme-forgot-to-login
10563,internet-husband.jpg,i told him to tell me he loved me,he rickrolled me instead,22.0,0.1666666666666666,0.6666666666666666,-0.5,0,2,None
3486,pedobear.jpg,i take the 'the',out of physcotherapist,52.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/11521787/pedobear-i-take-the-the-out-of-physcotherapist
12505,stoner-dog.jpg,how high would you be,if you didn't know how high you are?,17.0,0.0,0.5,-0.5,0,6,http://memegenerator.net/instance/13260530/stoner-dog-how-high-would-you-be-if-you-didnt-know-how-high-you-are
13508,rage-fu.jpg,throw yoghurt in bin,accidentally threw spoon aswell,85.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/13259533/rage-fu-throw-yoghurt-in-bin-accidentally-threw-spoon-aswell
965,one-does-not-simply.jpg,one does not simply,make the front page without self-upvoting,65.0,0.0,0.5,-0.5,0,7,https://memegenerator.net/instance/47850624/one-does-not-simply-one-does-not-simply-make-the-front-page-without-self-upvoting
3937,socially-awkward-penguin.jpg,doesn't know what to say,"""i'm tired""",168.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/11401793
13078,socially-awesome-awkward-penguin.jpg,am in a relationship for the first time,have no idea what people do in relationships,17.0,0.1666666666666666,0.6666666666666666,-0.5,0,9,https://memegenerator.net/instance/49512683
964,one-does-not-simply.jpg,one not does simply,notice that the words are switched,65.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/29959763/one-does-not-simply-one-not-does-simply-notice-that-the-words-are-switched
963,one-does-not-simply.jpg,one does not simply,understand how this became a meme,66.0,0.0,0.5,-0.5,0,5,None
13103,socially-awesome-awkward-penguin.jpg,you're my sunshine and i want you to know that my feelings are true i really love you,you're my best friend,12.0,0.25,0.75,-0.5,0,9,https://memegenerator.net/instance/47110805/socially-awesome-awkward-penguin-youre-my-sunshine-and-i-want-you-to-know-that-my-feelings-are-true-
668,futurama-fry.jpg,not sure if don glover...,...or dong lover,76.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/19218837/futurama-fry-not-sure-if-don-glover-or-dong-lover
925,one-does-not-simply.jpg,one dose not simply ,touch mc hammer,103.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/17591150/one-does-not-simply-one-dose-not-simply-touch-mc-hammer
4860,stoner-stanley.jpg,autotune is like,photoshop for music,46.0,0.1666666666666666,0.6666666666666666,-0.5,0,9,http://memegenerator.net/instance/55711440/stoner-stanley-autotune-is-like-photoshop-for-music
3913,socially-awkward-penguin.jpg,joins forum,never posts,197.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/10762856/socially-awkward-penguin-joins-forum-never-posts
3909,socially-awkward-penguin.jpg,tries to take part in conversation,doesnt speak loudly enough,201.0,0.0,0.5,-0.5,0,9,None
6924,correction-guy.jpg,*too many ...,,17.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/35682543/mtv-true-life-i-popped-one-too-many-mollies
6971,correction-guy.jpg,so that 'down for maintenance' ,"was actually ""we're dropping your db""",5.0,0.0,0.5,-0.5,0,9,None
7059,so-youre-telling-me.jpg,so you're telling me the falcons lost the super bowl,even though i have a t-shirt that say they won?,60.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/75771831/so-youre-telling-me-so-youre-telling-me-the-falcons-lost-the-super-bowl-even-though-i-have-a-t-shirt
956,one-does-not-simply.jpg,one does not simply,study without being distracted by the internet,71.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/22212037/one-does-not-simply-one-does-not-simply-study-without-being-distracted-by-the-internet
14912,african-kids-dancing.jpg,happy birthday lex,,2.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/Happy-Birthday-Lex/caption
13124,socially-awesome-awkward-penguin.jpg,crush asks you if you like her,you deny it like a seven year old,7.0,0.0,0.5,-0.5,0,7,None
10270,that-would-be-great.jpg,if 2014 could turn out better than 2013,that'd be great,3.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/44470208/that-would-be-great-if-2014-could-turn-out-better-than-2013-thatd-be-great
7079,so-youre-telling-me.jpg,so you're telling me ,you're dumping ice-cold clean drinking water over your head?,16.0,0.0,0.5,-0.5,0,0,None
6901,correction-guy.jpg,*lose,unless we're talking about your mother,151.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/29625756/correction-guy-lose-unless-were-talking-about-your-mother
10396,so-doge.jpg,much fancy,very sir,4.0,0.0,0.5,-0.5,0,5,https://memegenerator.net/instance/43189868/so-doge-much-fancy-very-sir
13212,ihate.jpg,having 50 tabs open,ad plays and you can't find it,56.0,0.0,0.5,-0.5,0,3,http://fr.memegenerator.net/instance/50641356/ihate-having-50-tabs-open-ad-plays-and-you-cant-find-it
3475,pedobear.jpg,on a scale of one to ten...,how old are you?,71.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/11394428/pedobear-on-a-scale-of-one-to-ten-how-old-are-you
7423,what-if-i-told-you-matrix-morpheus.jpg,what if i told you,i'm in apocalypse now,13.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/30696007/what-if-i-told-you-matrix-morpheus-what-if-i-told-you-im-in-apocalypse-now
1207,philosoraptor.jpg,suggesting people can't live without government ,is like saying animals couldn't survive without farms...,218.0,0.0,0.5,-0.5,0,2,https://memegenerator.net/instance/16935257/philosoraptor-suggesting-people-cant-live-without-government-is-like-saying-animals-couldnt-survive-
7711,okay-guy.jpg,fanfiction.net deleted my m rated stories,okay,10.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/21890476/okay-guy-fanfictionnet-deleted-my-m-rated-stories-okay
10556,internet-husband.jpg,i told him our baby died in the maternaty ward ,"he said ""spawn kill""",26.0,0.25,0.75,-0.5,0,9,https://memegenerator.net/instance/47473160/internet-husband-i-told-him-our-baby-died-in-the-maternaty-ward-he-said-spawn-kill
7419,what-if-i-told-you-matrix-morpheus.jpg,what if i told you,that you can teach a child manners without spanking them,14.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/52817240/what-if-i-told-you-matrix-morpheus-what-if-i-told-you-that-you-can-teach-a-child-manners-without-spa
4845,stoner-stanley.jpg,"orange, silver",hey that rhymes,58.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/25115176/stoner-stanley-orange-silver-hey-that-rhymes
12661,sunny-student.jpg,wants to get wasted,who can buy me drink?,3.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/26501784/sunny-student-wants-to-get-wasted-who-can-buy-me-drink
1106,first-world-problems.jpg,the world,is a problem,84.0,0.0,0.5,-0.5,0,4,None
2269,kermit-the-frog-drinking-tea.jpg,me thinking back on all of the dumb stuff i did as a kid,and being content with my childhood and decisions despite my mistakes,42.0,0.0,0.5,-0.5,0,9,None
13391,awkward-seal.jpg,,"""find a partner""",10.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/73366274/mr-bean-when-the-teacher-tells-you-to-find-a-partner
1108,first-world-problems.jpg,"can't hear the tv,",over my chewing ,83.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/16104861/first-world-problems-cant-hear-the-tv-over-my-chewing
4078,prepare-yourself.jpg,brace yourselves,harlem-shuffle posts are coming ,26.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/34914678/prepare-yourself-brace-yourselves-harlem-shuffle-posts-are-coming
12646,sunny-student.jpg,the background hides ,that i'm drinking alone,6.0,0.0,0.5,-0.5,0,2,None
12642,sunny-student.jpg,makes house party at moms house,mom comes home at 9 pm,7.0,0.25,0.75,-0.5,0,9,None
6623,business-cat.jpg,computer crashes,you've cat to be kitten me,35.0,0.0,0.5,-0.5,0,5,http://fr.memegenerator.net/instance/15658972/business-cat-computer-crashes-youve-cat-to-be-kitten-me
5150,batman-slap-robin.jpg,hello...,enough adele already,14.0,0.0,0.5,-0.5,0,2,https://memegenerator.net/instance/65724816/batman-slap-robin-hello-enough-adele-already
5445,high-expectations-asian-father.jpg,kim jong il?,y u no kim jong well?,84.0,0.0,0.5,-0.5,0,5,None
5156,batman-slap-robin.jpg,but god said love thy...,he didn't mean mexico!!,12.0,0.0,0.5,-0.5,0,0,https://memegenerator.net/instance/56478138/batman-slap-robin-but-god-said-love-thy-he-didnt-mean-mexico
14115,crying-girl-sad.jpg,so much food in the house,but it all has to be made,9.0,0.0,0.5,-0.5,0,6,https://www.memegenerator.net/instance/37132534/so-much-food-in-the-house-but-it-all-has-to-be-made
6802,drunk-baby-1.jpg,then i was like tourguide of the underworld,you can sangan me anyday,4.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/26022452
781,success-kid.jpg,girl catches me checking her out,she smiles,127.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/15964426/success-kid-girl-catches-me-checking-her-out-she-smiles
3627,annoying-facebook-girl.jpg,reads slowpoke memes,learns new things,113.0,0.25,0.75,-0.5,0,5,https://memegenerator.net/instance/14203417
10116,courage-wolf.jpg,born with physical disability,playing life in hard mode!!,70.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/60028905/courage-wolf-born-with-physical-disability-playing-life-in-hard-mode
10229,that-would-be-great.jpg,yeah if people could stop weighing in on what we should or shouldn't do with russia when they have little/no knowledge,that would be great,11.0,0.0,0.5,-0.5,0,6,None
663,futurama-fry.jpg,not sure if what is written is funny,or just the meme makes it funny,78.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/11003587/futurama-fry-not-sure-if-what-is-written-is-funny-or-just-the-meme-makes-it-funny
10087,courage-wolf.jpg,fear comes from the brain,courage comes from the heart,102.0,0.25,0.75,-0.5,0,9,https://memegenerator.net/instance/18340995/courage-wolf-fear-comes-from-the-brain-courage-comes-from-the-heart
2275,kermit-the-frog-drinking-tea.jpg,i loved the green new deal,until i couldn't afford gas &amp; we got hacked.,37.0,0.0,0.5,-0.5,0,9,None
13521,rage-fu.jpg,find meme generator,say goodbye to social life,22.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/11411390/rage-fu-find-meme-generator-say-goodbye-to-social-life
7721,okay-guy.jpg,2 twitter followers. ,okay...,8.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/10376891/okay-guy-2-twitter-followers-okay
656,futurama-fry.jpg,not sure to upvote because it's true,or to downvote because it's true,87.0,0.0,0.5,-0.5,0,9,None
7705,okay-guy.jpg,drive by a schoolbus, kids give you the finger,12.0,0.0,0.5,-0.5,0,9,None
7561,skeptical-african-child.jpg,so apple own,rounded corners?,9.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/26010369/skeptical-african-child-so-apple-own-rounded-corners
7405,what-if-i-told-you-matrix-morpheus.jpg,what if i told you,algebra is just regular math with extra steps,18.0,0.25,0.75,-0.5,0,3,http://es.memegenerator.net/instance/84269617/what-if-i-told-you-matrix-morpheus-what-if-i-told-you-algebra-is-just-regular-math-with-extra-steps
12630,sunny-student.jpg,holiday homework?,how much does that drink cost?,13.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/18591978/sunny-student-holiday-homework-how-much-does-that-drink-cost
12789,bear-grylls.jpg,finds nokia phone,"great, i can use this as a hammer",19.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/45215074/bear-grylls-finds-nokia-phone-great-i-can-use-this-as-a-hammer
12786,bear-grylls.jpg,drink that camel's period blood,nothing can go to waste out here,21.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/10558030/bear-grylls-drink-that-camels-period-blood-nothing-can-go-to-waste-out-here
4973,foul-bachelor-frog.jpg,internet not working,whole computer useless,155.0,0.0,0.5,-0.5,0,0,https://memegenerator.net/instance/11070049/foul-bachelor-frog-internet-not-working-whole-computer-useless
10124,courage-wolf.jpg,the only reason you sleep at night,is because the world needs an 8-hour break from your awesomeness.,64.0,0.0,0.5,-0.5,0,4,None
10535,internet-husband.jpg,"i told him we needed to communicate more, build a stronger foundation for our marriage, children and future.","he said ""too long; didnt read""",39.0,0.25,0.75,-0.5,0,8,https://memegenerator.net/instance/11685886/internet-husband-i-told-him-we-needed-to-communicate-more-build-a-stronger-foundation-for-our-marria
6660,business-cat.jpg,i don't think it's nice you laughin',"you see, my tie don't like people laughin'",15.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/11500128/business-cat-i-dont-think-its-nice-you-laughin-you-see-my-tie-dont-like-people-laughin
12946,paranoid-parrot.jpg,car behind is going the same way,they're following me,52.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/11138731/paranoid-parrot-car-behind-is-going-the-same-way-theyre-following-me
6369,desk-flip-rage-guy.jpg,bronco fan after,first play of the game,12.0,0.0,0.5,-0.5,0,9,None
7357,what-if-i-told-you-matrix-morpheus.jpg,what if i told you,etika didn't have to die,72.0,0.0,0.5,-0.5,0,1,http://fr.memegenerator.net/instance/84633641/what-if-i-told-you-matrix-morpheus-what-if-i-told-you-etika-didnt-have-to-die
12362,guess-who-.jpg,guess who ,is sick of fake people,1.0,0.0,0.5,-0.5,0,5,http://fr.memegenerator.net/instance/50407856/guess-who-guess-who-is-sick-of-fake-people
13703,really-stoned-guy.jpg,short is like,not being tall,8.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/29433069/really-stoned-guy-short-is-like-not-being-tall
1236,philosoraptor.jpg,if apple create a car ,would it have windows?,167.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/28533448/philosoraptor-if-apple-create-a-car-would-it-have-windows
6481,whyyy.jpg,spaniards and mexicans,are not the same,20.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/11021072/whyyy-spaniards-and-mexicans-are-not-the-same
7840,sudden-realization-ralph.jpg,the brain,named its self,38.0,0.0,0.5,-0.5,0,7,https://memegenerator.net/instance/39295269/sudden-realization-ralph-the-brain-named-its-self
5121,batman-slap-robin.jpg,here's my facebook movie...,enough!,27.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/45647797/batman-slap-robin-heres-my-facebook-movie-enough
6331,desk-flip-rage-guy.jpg,can't find pen ,,36.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/13538790/mustache-rohan-cant-find-pen-stops-flowing
3336,trollface.jpg,i used to have arrows,but then i shot them into adventurer's knees,93.0,0.25,0.75,-0.5,0,6,None
8001,crying-peter-parker.jpg,chicken ramen,so beautiful,5.0,0.1666666666666666,0.6666666666666666,-0.5,0,9,https://memegenerator.net/instance/44795517/crying-peter-parker-chicken-ramen-so-beautiful
6343,desk-flip-rage-guy.jpg,*phone rings*,telemarketers!!!,27.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/48787919/desk-flip-rage-guy-phone-rings-telemarketers
14740,kermit-the-frog.jpg,happy 60th birthday! ,have a great one!,2.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/59171062/kermit-the-frog-happy-60th-birthday-have-a-great-one
6341,desk-flip-rage-guy.jpg,you'll be gone in 4 months,we can't be together,28.0,0.0,0.5,-0.5,0,5,http://es.memegenerator.net/instance/17804727/desk-flip-rage-guy-youll-be-gone-in-4-months-we-cant-be-together
6340,desk-flip-rage-guy.jpg,enters wrong classroom ,on the first day of school,31.0,0.0,0.5,-0.5,0,5,https://memegenerator.net/instance/22236121/desk-flip-rage-guy-enters-wrong-classroom-on-the-first-day-of-school
10079,courage-wolf.jpg,professional russian assasination squad breaking into your house,ask how they want their coffee,116.0,0.25,0.75,-0.5,0,6,https://memegenerator.net/instance/10840702/courage-wolf-professional-russian-assasination-squad-breaking-into-your-house-ask-how-they-want-thei
3369,trollface.jpg,submit college essay ,one word over the limit,55.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/11211914/trollface-submit-college-essay-one-word-over-the-limit
8019,crying-peter-parker.jpg,"""silly rabbit, trix are for kids!""",why can't they just let him have some cereal?!,3.0,0.0,0.5,-0.5,0,0,https://memegenerator.net/instance/28741216
12303,guess-who-.jpg,guess who has no life???,,19.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/78356920/guess-who-guess-who-has-no-life
5142,batman-slap-robin.jpg,we need to ban ...,no!,17.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/81559763/batman-slap-robin-we-need-to-ban-no
3461,pedobear.jpg,i get there,before the hair does,128.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/15366891/pedobear-i-get-there-before-the-hair-does
12457,stoner-dog.jpg,"saying the phrase, ""are you as bored as i am"" backwards still makes sense.",mind blown,74.0,0.0,0.5,-0.5,0,1,http://fr.memegenerator.net/instance/11696252/stoner-dog-saying-the-phrase-are-you-as-bored-as-i-am-backwards-still-makes-sense-mind-blown
12455,stoner-dog.jpg,we are on the earth. the earth is in space...,"dude, we're in space",76.0,0.25,0.75,-0.5,0,3,https://memegenerator.net/instance/19251696
6368,desk-flip-rage-guy.jpg,college graduate applies for first job,rejected for lack of experience,12.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/24249065/desk-flip-rage-guy-college-graduate-applies-for-first-job-rejected-for-lack-of-experience
2907,insanity-wolf.jpg,doesn't have a shirt for a concert?,carve the name of the band on your chest,99.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/16853484/insanity-wolf-doesnt-have-a-shirt-for-a-concert-carve-the-name-of-the-band-on-your-chest
3464,pedobear.jpg,on a scale of 1 to 10,how old are you,123.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/11104312/pedobear-on-a-scale-of-1-to-10-how-old-are-you
2288,kermit-the-frog-drinking-tea.jpg,i just got fired........,i dont care,29.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/72846098/kermit-the-frog-drinking-tea-i-just-got-fired-i-dont-care
8127,kill-yourself-guy.jpg,they let bieber out of jail,,10.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/kill-yourself-guy/images/new/alltime/page/4
12369,guess-who-.jpg,guess who,messed up and is trying to make things right,1.0,0.25,0.75,-0.5,0,1,http://es.memegenerator.net/instance/50499870/guess-who-guess-who-messed-up-and-is-trying-to-make-things-right
7847,sudden-realization-ralph.jpg,wait a sec,i know exactly where sesame street is,32.0,0.0,0.5,-0.5,0,0,https://memegenerator.net/instance/22747142/sudden-realization-ralph-wait-a-sec-i-know-exactly-where-sesame-street-is
10055,courage-wolf.jpg,create meme,without joke,206.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/10688448/courage-wolf-create-meme-without-joke
7978,crying-peter-parker.jpg,i just took a zimbo personality test,it said i was justin bieber,15.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/45300611/crying-peter-parker-i-just-took-a-zimbo-personality-test-it-said-i-was-justin-bieber
3327,trollface.jpg,go to burger king,ask for a happy meal,108.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/10368193/trollface-go-to-burger-king-ask-for-a-happy-meal
12195,not-sure-if-troll.jpg,not sure if ur not recieving the messages,or not replying :p,4.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/38070596/not-sure-if-troll-not-sure-if-ur-not-recieving-the-messages-or-not-replying-p
4108,prepare-yourself.jpg,prepare yourself,instagram pics of thanksgiving dinner are coming,11.0,0.25,0.75,-0.5,0,6,None
1352,grumpy-cat.jpg,some people were droped on thier heads as babies,you were clearly thrown at a wall,233.0,0.0,0.5,-0.5,0,9,None
12453,stoner-dog.jpg,what race are you gonna play as in skyrim?,high elf,89.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/11534236/stoner-dog-what-race-are-you-gonna-play-as-in-skyrim-high-elf
6325,desk-flip-rage-guy.jpg,writes long elaborate comment,fails captcha and text gets cleared,45.0,0.0,0.5,-0.5,0,0,https://memegenerator.net/instance/56214147/desk-flip-rage-guy-writes-long-elaborate-comment-fails-captcha-and-text-gets-cleared
623,futurama-fry.jpg,not sure if before yolo....,people thought they lived more than once,139.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/20420285/futurama-fry-not-sure-if-before-yolo-people-thought-they-lived-more-than-once
7975,crying-peter-parker.jpg,when you drink coke,the burp through your nose,16.0,0.0,0.5,-0.5,0,6,https://memegenerator.net/instance/65731110/crying-peter-parker-when-you-drink-coke-the-burp-through-your-nose
6468,whyyy.jpg,why do i need to select an language,before generating this joke?,38.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/11383938/whyyy-why-do-i-need-to-select-an-language-before-generating-this-joke
47,y-u-no.jpg,hey creator of this template...,y u no fill in the space between my arms blue,147.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/34359619
3666,annoying-facebook-girl.jpg,goes on vacation,first 200 pictures in the airport,63.0,0.0,0.5,-0.5,0,6,http://fr.memegenerator.net/instance/24737066/annoying-facebook-girl-goes-on-vacation-first-200-pictures-in-the-airport
6457,whyyy.jpg,"youtube,",why must you change?,113.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/25539830/whyyy-youtube-why-must-you-change
12906,paranoid-parrot.jpg,insult someone over internet,fear they may come after you,135.0,0.0,0.5,-0.5,0,9,None
7244,south-park-aand-its-gone.jpg,it looks like spring is finally here,annnnnnnnnnnd it's gone,17.0,0.0,0.5,-0.5,0,7,None
6785,drunk-baby-1.jpg,no alcohol,is not a solution either...,9.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/53996865/drunk-baby-1-no-alcohol-is-not-a-solution-either
10250,that-would-be-great.jpg,if 9gag would stop automatically playing the gifs as i scroll down to them,that would be great,5.0,0.0,0.5,-0.5,0,7,None
12901,paranoid-parrot.jpg,two black guys parked next to each other,drug deal,194.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/10197460/paranoid-parrot-two-black-guys-parked-next-to-each-other-drug-deal
7125,so-youre-telling-me.jpg,"so, if i save a baby deer in indiana",the dnr will fine me and kill the deer?,6.0,0.0,0.5,-0.5,0,7,https://memegenerator.net/instance/34147811/so-youre-telling-me-so-if-i-save-a-baby-deer-in-indiana-the-dnr-will-fine-me-and-kill-the-deer
3946,socially-awkward-penguin.jpg,restaurant forgets sauce with your order," doesn't ask, don't want to bother them",150.0,0.0,0.5,-0.5,0,9,https://memegenerator.net/instance/21171311
3947,socially-awkward-penguin.jpg,makes grammatical error,deletes post,149.0,0.0,0.5,-0.5,0,1,https://memegenerator.net/instance/12890447/socially-awkward-penguin-makes-grammatical-error-deletes-post
12821,bear-grylls.jpg,bartending event?,count me in,9.0,0.0,0.5,-0.5,0,9,None
10502,internet-husband.jpg,i said i wanted to divorce,"he said ""watch out! we got a badass over here.""",179.0,0.0,0.5,-0.5,0,5,https://memegenerator.net/instance/11791237/internet-husband-i-said-i-wanted-to-divorce-he-said-watch-out-we-got-a-badass-over-here
6769,drunk-baby-1.jpg,no.wait.wait a second.wait...,where did this little piggie go?,18.0,0.0,0.5,-0.5,0,6,None
806,success-kid.jpg,bieber in prison,2014 already awesome,105.0,0.0,0.5,-0.5,0,8,https://memegenerator.net/instance/45154708/success-kid-bieber-in-prison-2014-already-awesome
7257,south-park-aand-its-gone.jpg,gets money from parents,aaaaaand it's gone,11.0,0.0,0.5,-0.5,0,9,None
7269,south-park-aand-its-gone.jpg,we shouldn't jump to conclus...,aaanddd it's muslims,9.0,0.0,0.5,-0.5,0,4,https://memegenerator.net/instance/69455991/south-park-aand-its-gone-we-shouldnt-jump-to-conclus-aaanddd-its-muslims
10231,that-would-be-great.jpg,yeah 9gag if you could go back to sorting comments by social ranking as default,that'd be great,10.0,0.0,0.5,-0.5,0,3,https://memegenerator.net/instance/35408228/that-would-be-great-yeah-9gag-if-you-could-go-back-to-sorting-comments-by-social-ranking-as-default-
802,success-kid.jpg,sister forgot to logout of facebook ,fap on her hottest friends pics,108.0,0.0,0.5,-0.5,0,2,https://memegenerator.net/instance/11018736/success-kid-sister-forgot-to-logout-of-facebook-fap-on-her-hottest-friends-pics
7273,south-park-aand-its-gone.jpg,here a character you like,aaand he's dead,8.0,0.0,0.5,-0.5,0,2,https://memegenerator.net/instance/38447473/south-park-aand-its-gone-here-a-character-you-like-aaand-hes-dead
12912,paranoid-parrot.jpg,about to fap in empty house,check all the rooms to make sure you're alone,103.0,0.25,0.75,-0.5,0,9,https://memegenerator.net/instance/16195455/paranoid-parrot-about-to-fap-in-empty-house-check-all-the-rooms-to-make-sure-youre-alone
12918,paranoid-parrot.jpg,come home alone at midnight,"yell real loud, in a deep voice, when you enter so the murder knows you aren't someone to mess with",91.0,0.25,0.75,-0.5,0,9,https://memegenerator.net/instance/10739008/paranoid-parrot-come-home-alone-at-midnight-yell-real-loud-in-a-deep-voice-when-you-enter-so-the-mur
